"date","institut","land","party","poll_share"
2014-02-14,"Emnid","hb","spd",37
2014-02-14,"Emnid","hb","gru",17
2014-02-14,"Emnid","hb","fdp",3
2014-02-14,"Emnid","hb","lin",9
2014-02-14,"Emnid","hb","afd",5
2011-05-13,"Forschungs-gruppe Wahlen","hb","cdu",19
2011-05-13,"Forschungs-gruppe Wahlen","hb","spd",37
2011-05-13,"Forschungs-gruppe Wahlen","hb","gru",24
2011-05-13,"Forschungs-gruppe Wahlen","hb","fdp",4
2011-05-13,"Forschungs-gruppe Wahlen","hb","lin",6
2011-05-12,"Infratestdimap","hb","cdu",20
2011-05-12,"Infratestdimap","hb","spd",36
2011-05-12,"Infratestdimap","hb","gru",24
2011-05-12,"Infratestdimap","hb","fdp",3
2011-05-12,"Infratestdimap","hb","lin",7
2011-04-30,"Emnid","hb","cdu",22
2011-04-30,"Emnid","hb","spd",37
2011-04-30,"Emnid","hb","gru",24
2011-04-30,"Emnid","hb","fdp",4
2011-04-30,"Emnid","hb","lin",7
2011-02-19,"Forsa","hb","cdu",23
2011-02-19,"Forsa","hb","spd",38
2011-02-19,"Forsa","hb","gru",22
2011-02-19,"Forsa","hb","fdp",4
2011-02-19,"Forsa","hb","lin",7
2010-12-22,"KonkretMarktforschung","hb","cdu",22.8
2010-12-22,"KonkretMarktforschung","hb","spd",33.4
2010-12-22,"KonkretMarktforschung","hb","gru",19.4
2010-12-22,"KonkretMarktforschung","hb","fdp",3.3
2010-12-22,"KonkretMarktforschung","hb","lin",8.5
2010-03-30,"Emnid","hb","cdu",25
2010-03-30,"Emnid","hb","spd",35
2010-03-30,"Emnid","hb","gru",17
2010-03-30,"Emnid","hb","fdp",5
2010-03-30,"Emnid","hb","lin",11
2007-05-04,"Forschungs-gruppe Wahlen","hb","cdu",28
2007-05-04,"Forschungs-gruppe Wahlen","hb","spd",40
2007-05-04,"Forschungs-gruppe Wahlen","hb","gru",14
2007-05-04,"Forschungs-gruppe Wahlen","hb","fdp",6
2007-05-04,"Forschungs-gruppe Wahlen","hb","lin",4.5
2007-04-26,"Infratestdimap","hb","cdu",26
2007-04-26,"Infratestdimap","hb","spd",42
2007-04-26,"Infratestdimap","hb","gru",14.5
2007-04-26,"Infratestdimap","hb","fdp",5
2007-04-26,"Infratestdimap","hb","lin",5.5
2005-04-01,"Emnid","hb","cdu",28
2005-04-01,"Emnid","hb","spd",38
2005-04-01,"Emnid","hb","gru",16
2005-04-01,"Emnid","hb","fdp",6
2005-04-01,"Emnid","hb","lin",4
2003-05-16,"Infratestdimap","hb","cdu",36
2003-05-16,"Infratestdimap","hb","spd",38
2003-05-16,"Infratestdimap","hb","gru",12
2003-05-16,"Infratestdimap","hb","fdp",5
2003-05-16,"Infratestdimap","hb","lin",2
2003-05-09,"Forschungs-gruppe Wahlen","hb","cdu",36
2003-05-09,"Forschungs-gruppe Wahlen","hb","spd",38
2003-05-09,"Forschungs-gruppe Wahlen","hb","gru",14
2003-05-09,"Forschungs-gruppe Wahlen","hb","fdp",5
2003-05-06,"Forsa","hb","cdu",38
2003-05-06,"Forsa","hb","spd",37
2003-05-06,"Forsa","hb","gru",14
2003-05-06,"Forsa","hb","fdp",4
2003-05-03,"Infratestdimap","hb","cdu",34
2003-05-03,"Infratestdimap","hb","spd",42.5
2003-05-03,"Infratestdimap","hb","gru",13
2003-05-03,"Infratestdimap","hb","fdp",4.5
2003-05-03,"Infratestdimap","hb","lin",2
2003-04-16,"Infratest","hb","cdu",35
2003-04-16,"Infratest","hb","spd",42
2003-04-16,"Infratest","hb","gru",13
2003-04-16,"Infratest","hb","fdp",4
1999-05-28,"Uni Bremen","hb","cdu",32.5
1999-05-28,"Uni Bremen","hb","spd",46.5
1999-05-28,"Uni Bremen","hb","gru",9.5
1999-05-28,"Uni Bremen","hb","fdp",3
2024-02-07,"Infratestdimap","hh","cdu",20
2024-02-07,"Infratestdimap","hh","spd",30
2024-02-07,"Infratestdimap","hh","gru",21
2024-02-07,"Infratestdimap","hh","fdp",5
2024-02-07,"Infratestdimap","hh","lin",7
2024-02-07,"Infratestdimap","hh","afd",9
2023-11-01,"Trend ResearchHamburg","hh","cdu",18
2023-11-01,"Trend ResearchHamburg","hh","spd",31
2023-11-01,"Trend ResearchHamburg","hh","gru",19
2023-11-01,"Trend ResearchHamburg","hh","fdp",4
2023-11-01,"Trend ResearchHamburg","hh","lin",10
2023-11-01,"Trend ResearchHamburg","hh","afd",14
2020-06-25,"pmg – policymatters","hh","cdu",13
2020-06-25,"pmg – policymatters","hh","spd",39
2020-06-25,"pmg – policymatters","hh","gru",23
2020-06-25,"pmg – policymatters","hh","fdp",5
2020-06-25,"pmg – policymatters","hh","lin",10
2020-06-25,"pmg – policymatters","hh","afd",6
2020-02-20,"Forschungs-gruppe Wahlen","hh","cdu",12
2020-02-20,"Forschungs-gruppe Wahlen","hh","spd",39
2020-02-20,"Forschungs-gruppe Wahlen","hh","gru",24
2020-02-20,"Forschungs-gruppe Wahlen","hh","fdp",5
2020-02-20,"Forschungs-gruppe Wahlen","hh","lin",8.5
2020-02-20,"Forschungs-gruppe Wahlen","hh","afd",6
2020-02-19,"UniversitätHamburg","hh","cdu",12
2020-02-19,"UniversitätHamburg","hh","spd",34
2020-02-19,"UniversitätHamburg","hh","gru",32
2020-02-19,"UniversitätHamburg","hh","fdp",6
2020-02-19,"UniversitätHamburg","hh","lin",7
2020-02-19,"UniversitätHamburg","hh","afd",5
2020-02-18,"INSA","hh","cdu",13
2020-02-18,"INSA","hh","spd",38
2020-02-18,"INSA","hh","gru",23
2020-02-18,"INSA","hh","fdp",5
2020-02-18,"INSA","hh","lin",8
2020-02-18,"INSA","hh","afd",7
2020-02-14,"Forschungs-gruppe Wahlen","hh","cdu",13
2020-02-14,"Forschungs-gruppe Wahlen","hh","spd",37
2020-02-14,"Forschungs-gruppe Wahlen","hh","gru",25
2020-02-14,"Forschungs-gruppe Wahlen","hh","fdp",4.5
2020-02-14,"Forschungs-gruppe Wahlen","hh","lin",8
2020-02-14,"Forschungs-gruppe Wahlen","hh","afd",7
2020-02-13,"Infratestdimap","hh","cdu",14
2020-02-13,"Infratestdimap","hh","spd",38
2020-02-13,"Infratestdimap","hh","gru",23
2020-02-13,"Infratestdimap","hh","fdp",5
2020-02-13,"Infratestdimap","hh","lin",8
2020-02-13,"Infratestdimap","hh","afd",6
2020-02-10,"Trend ResearchHamburg","hh","cdu",14
2020-02-10,"Trend ResearchHamburg","hh","spd",33
2020-02-10,"Trend ResearchHamburg","hh","gru",24
2020-02-10,"Trend ResearchHamburg","hh","fdp",7
2020-02-10,"Trend ResearchHamburg","hh","lin",10
2020-02-10,"Trend ResearchHamburg","hh","afd",7
2020-02-06,"Infratestdimap","hh","cdu",14
2020-02-06,"Infratestdimap","hh","spd",34
2020-02-06,"Infratestdimap","hh","gru",27
2020-02-06,"Infratestdimap","hh","fdp",5
2020-02-06,"Infratestdimap","hh","lin",8
2020-02-06,"Infratestdimap","hh","afd",7
2020-01-23,"Infratestdimap","hh","cdu",16
2020-01-23,"Infratestdimap","hh","spd",32
2020-01-23,"Infratestdimap","hh","gru",27
2020-01-23,"Infratestdimap","hh","fdp",6
2020-01-23,"Infratestdimap","hh","lin",8
2020-01-23,"Infratestdimap","hh","afd",7
2020-01-09,"Infratestdimap","hh","cdu",15
2020-01-09,"Infratestdimap","hh","spd",29
2020-01-09,"Infratestdimap","hh","gru",29
2020-01-09,"Infratestdimap","hh","fdp",7
2020-01-09,"Infratestdimap","hh","lin",9
2020-01-09,"Infratestdimap","hh","afd",7
2020-01-09,"Trend ResearchHamburg","hh","cdu",13
2020-01-09,"Trend ResearchHamburg","hh","spd",32
2020-01-09,"Trend ResearchHamburg","hh","gru",23
2020-01-09,"Trend ResearchHamburg","hh","fdp",8
2020-01-09,"Trend ResearchHamburg","hh","lin",13
2020-01-09,"Trend ResearchHamburg","hh","afd",8
2020-01-06,"Forsa","hh","cdu",16
2020-01-06,"Forsa","hh","spd",29
2020-01-06,"Forsa","hh","gru",26
2020-01-06,"Forsa","hh","fdp",7
2020-01-06,"Forsa","hh","lin",10
2020-01-06,"Forsa","hh","afd",7
2019-12-17,"Infratestdimap","hh","cdu",17
2019-12-17,"Infratestdimap","hh","spd",28
2019-12-17,"Infratestdimap","hh","gru",26
2019-12-17,"Infratestdimap","hh","fdp",6
2019-12-17,"Infratestdimap","hh","lin",11
2019-12-17,"Infratestdimap","hh","afd",7
2019-11-18,"Trend ResearchHamburg","hh","cdu",13
2019-11-18,"Trend ResearchHamburg","hh","spd",32
2019-11-18,"Trend ResearchHamburg","hh","gru",23
2019-11-18,"Trend ResearchHamburg","hh","fdp",7
2019-11-18,"Trend ResearchHamburg","hh","lin",12
2019-11-18,"Trend ResearchHamburg","hh","afd",8
2019-11-12,"INSA","hh","cdu",17
2019-11-12,"INSA","hh","spd",25
2019-11-12,"INSA","hh","gru",26
2019-11-12,"INSA","hh","fdp",8
2019-11-12,"INSA","hh","lin",12
2019-11-12,"INSA","hh","afd",8
2019-09-17,"Trend ResearchHamburg","hh","cdu",14
2019-09-17,"Trend ResearchHamburg","hh","spd",28
2019-09-17,"Trend ResearchHamburg","hh","gru",28
2019-09-17,"Trend ResearchHamburg","hh","fdp",6
2019-09-17,"Trend ResearchHamburg","hh","lin",11
2019-09-17,"Trend ResearchHamburg","hh","afd",9
2019-05-29,"pmg – policymatters","hh","cdu",16
2019-05-29,"pmg – policymatters","hh","spd",30
2019-05-29,"pmg – policymatters","hh","gru",22
2019-05-29,"pmg – policymatters","hh","fdp",9
2019-05-29,"pmg – policymatters","hh","lin",11
2019-05-29,"pmg – policymatters","hh","afd",10
2019-03-20,"UniversitätHamburg","hh","cdu",15
2019-03-20,"UniversitätHamburg","hh","spd",35
2019-03-20,"UniversitätHamburg","hh","gru",29
2019-03-20,"UniversitätHamburg","hh","fdp",6
2019-03-20,"UniversitätHamburg","hh","lin",9
2019-03-20,"UniversitätHamburg","hh","afd",4
2019-02-25,"Infratestdimap","hh","cdu",17
2019-02-25,"Infratestdimap","hh","spd",31
2019-02-25,"Infratestdimap","hh","gru",22
2019-02-25,"Infratestdimap","hh","fdp",8
2019-02-25,"Infratestdimap","hh","lin",10
2019-02-25,"Infratestdimap","hh","afd",8
2019-01-07,"Forsa","hh","cdu",14
2019-01-07,"Forsa","hh","spd",30
2019-01-07,"Forsa","hh","gru",24
2019-01-07,"Forsa","hh","fdp",9
2019-01-07,"Forsa","hh","lin",11
2019-01-07,"Forsa","hh","afd",7
2018-04-16,"Forsa","hh","cdu",16
2018-04-16,"Forsa","hh","spd",36
2018-04-16,"Forsa","hh","gru",18
2018-04-16,"Forsa","hh","fdp",7
2018-04-16,"Forsa","hh","lin",12
2018-04-16,"Forsa","hh","afd",7
2018-03-07,"pmg – policymatters","hh","cdu",22
2018-03-07,"pmg – policymatters","hh","spd",28
2018-03-07,"pmg – policymatters","hh","gru",15
2018-03-07,"pmg – policymatters","hh","fdp",8
2018-03-07,"pmg – policymatters","hh","lin",14
2018-03-07,"pmg – policymatters","hh","afd",10
2016-11-24,"UniversitätHamburg","hh","cdu",18
2016-11-24,"UniversitätHamburg","hh","spd",48
2016-11-24,"UniversitätHamburg","hh","gru",16
2016-11-24,"UniversitätHamburg","hh","fdp",5
2016-11-24,"UniversitätHamburg","hh","lin",8
2016-11-24,"UniversitätHamburg","hh","afd",4
2016-04-07,"Infratestdimap","hh","cdu",18
2016-04-07,"Infratestdimap","hh","spd",39
2016-04-07,"Infratestdimap","hh","gru",15
2016-04-07,"Infratestdimap","hh","fdp",6
2016-04-07,"Infratestdimap","hh","lin",11
2016-04-07,"Infratestdimap","hh","afd",8
2016-01-21,"Trend ResearchHamburg","hh","cdu",14
2016-01-21,"Trend ResearchHamburg","hh","spd",37
2016-01-21,"Trend ResearchHamburg","hh","gru",13
2016-01-21,"Trend ResearchHamburg","hh","fdp",8
2016-01-21,"Trend ResearchHamburg","hh","lin",10
2016-01-21,"Trend ResearchHamburg","hh","afd",13
2015-02-12,"Forschungs-gruppe Wahlen","hh","cdu",17
